Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,No,Travel_Rarely,804,Research & Development,1,2,Medical,1,1137,3,Male,40,1,5,Sales Executive,4,Divorced,17617,23445,7,Y,No,17,3,4,80,2,3,5,1,10,7,11,6
20,Yes,Travel_Rarely,338,Sales,28,2,Technical Degree,1,1138,3,Male,88,4,5,Research Scientist,1,Married,1792,6655,6,Y,Yes,17,3,1,80,3,7,2,1,4,13,5,12
50,No,Travel_Rarely,1165,Sales,21,3,Technical Degree,1,1139,4,Male,65,3,5,Healthcare Representative,1,Single,15195,19606,1,Y,No,24,3,2,80,1,38,3,3,15,9,2,8
45,No,Travel_Rarely,833,Sales,22,3,Technical Degree,1,1140,3,Male,51,3,4,Sales Representative,4,Married,14901,26134,4,Y,No,16,3,4,80,0,14,1,1,6,16,5,5
25,No,Travel_Rarely,899,Research & Development,2,1,Life Sciences,1,1141,2,Male,94,1,1,Healthcare Representative,4,Single,16762,7019,3,Y,No,12,3,2,80,2,7,4,4,4,2,6,6
51,No,Travel_Frequently,109,Research & Development,15,1,Human Resources,1,1142,4,Male,79,4,1,Sales Executive,4,Single,19550,5574,8,Y,Yes,20,3,1,80,1,28,5,2,10,2,9,14
52,No,Travel_Frequently,846,Research & Development,14,2,Medical,1,1143,4,Female,33,4,3,Sales Representative,3,Divorced,9526,24107,0,Y,No,22,3,4,80,0,38,3,4,14,2,2,7
49,No,Travel_Rarely,1388,Research & Development,19,1,Medical,1,1144,3,Male,81,4,2,Manager,4,Single,16898,8546,5,Y,No,21,3,1,80,2,34,1,2,2,3,4,15
41,No,Travel_Frequently,238,Human Resources,11,5,Human Resources,1,1145,1,Male,72,4,3,Sales Representative,2,Married,2214,21407,2,Y,No,20,4,4,80,1,13,6,3,4,16,12,16
31,No,Travel_Rarely,830,Research & Development,15,4,Technical Degree,1,1146,1,Male,75,1,1,Research Scientist,3,Divorced,16346,21664,8,Y,No,23,3,1,80,2,31,5,2,4,13,11,2
49,No,Travel_Rarely,295,Research & Development,6,1,Medical,1,1147,2,Male,33,1,4,Healthcare Representative,1,Married,1212,16677,4,Y,No,19,3,1,80,1,6,0,1,8,1,7,12
33,No,Travel_Rarely,1197,Research & Development,20,1,Medical,1,1148,3,Male,42,4,3,Research Director,1,Married,2658,18210,5,Y,No,24,4,3,80,3,32,3,4,14,11,14,8
21,No,Travel_Frequently,1348,Research & Development,9,3,Technical Degree,1,1149,3,Female,67,2,2,Sales Representative,1,Divorced,13270,18924,8,Y,No,15,4,4,80,2,34,5,2,2,4,1,14
54,No,Travel_Rarely,1225,Research & Development,5,5,Marketing,1,1150,4,Male,74,1,3,Manager,3,Single,15029,15487,8,Y,No,16,3,4,80,2,26,6,4,5,1,6,15
38,No,Travel_Rarely,363,Research & Development,20,1,Marketing,1,1151,4,Male,54,2,5,Manager,2,Married,6024,18894,7,Y,No,11,3,4,80,1,0,3,3,16,11,12,15
31,No,Travel_Frequently,1044,Sales,2,4,Technical Degree,1,1152,3,Female,96,2,2,Sales Executive,4,Single,14039,24546,8,Y,No,15,3,2,80,3,5,3,3,7,8,0,3
48,No,Travel_Rarely,1019,Research & Development,6,1,Life Sciences,1,1153,4,Female,84,4,5,Sales Executive,4,Divorced,6141,16830,3,Y,Yes,16,3,3,80,2,1,3,1,10,8,6,1
35,No,Travel_Rarely,260,Sales,26,2,Medical,1,1154,3,Male,68,4,4,Sales Representative,1,Single,19178,14642,5,Y,No,20,3,2,80,3,6,0,3,5,0,0,5
24,Yes,Travel_Rarely,1356,Sales,18,5,Medical,1,1155,2,Male,94,3,1,Laboratory Technician,1,Single,6988,25086,4,Y,Yes,21,3,4,80,3,7,2,2,7,6,3,12
27,No,Travel_Rarely,590,Research & Development,28,1,Marketing,1,1156,4,Male,31,2,3,Manager,3,Divorced,14777,18728,4,Y,Yes,12,3,3,80,2,28,6,3,9,17,14,14
24,No,Travel_Rarely,869,Research & Development,29,5,Technical Degree,1,1157,3,Male,98,3,3,Healthcare Representative,2,Single,6578,7179,3,Y,No,17,3,1,80,0,15,3,1,2,9,3,9
50,No,Non-Travel,410,Research & Development,23,1,Human Resources,1,1158,4,Male,91,4,5,Laboratory Technician,4,Married,16051,17023,1,Y,No,24,3,3,80,1,28,1,4,13,14,11,9
40,No,Travel_Rarely,326,Research & Development,19,4,Human Resources,1,1159,2,Female,75,2,5,Manager,3,Married,4845,26467,5,Y,No,14,4,1,80,2,30,2,4,13,8,4,3
38,No,Travel_Rarely,372,Research & Development,9,4,Life Sciences,1,1160,4,Female,60,1,1,Laboratory Technician,4,Married,12882,8372,8,Y,No,15,4,4,80,3,21,0,3,9,10,1,13
36,No,Travel_Rarely,1037,Research & Development,27,5,Technical Degree,1,1161,3,Male,64,3,3,Research Director,1,Single,15247,14434,0,Y,No,13,3,4,80,1,9,4,2,11,0,13,7
36,No,Travel_Rarely,416,Research & Development,21,3,Marketing,1,1162,4,Male,74,4,1,Sales Representative,4,Married,12484,13561,6,Y,No,15,3,1,80,2,3,0,1,5,10,13,5
53,No,Travel_Rarely,1209,Research & Development,24,3,Marketing,1,1163,4,Female,83,2,5,Human Resources,2,Single,1378,14014,5,Y,No,22,4,3,80,1,24,4,2,11,0,11,11
46,Yes,Non-Travel,390,Research & Development,27,2,Medical,1,1164,3,Female,98,4,5,Healthcare Representative,2,Single,4293,12571,2,Y,Yes,14,3,2,80,1,12,1,1,13,4,10,7
35,No,Travel_Rarely,828,Research & Development,6,3,Other,1,1165,1,Male,58,3,2,Sales Executive,1,Single,12630,20864,0,Y,No,22,3,3,80,3,16,4,3,1,17,11,5
19,No,Travel_Rarely,474,Research & Development,14,5,Life Sciences,1,1166,4,Male,37,4,5,Research Director,2,Single,14660,10590,3,Y,Yes,24,3,1,80,0,39,5,1,8,0,14,14
18,No,Travel_Rarely,666,Sales,28,3,Life Sciences,1,1167,4,Male,83,4,5,Research Scientist,2,Divorced,17608,24203,8,Y,No,20,3,1,80,0,7,3,1,9,9,5,13
22,No,Travel_Rarely,967,Research & Development,26,2,Other,1,1168,2,Male,36,1,1,Manager,3,Married,1737,17171,1,Y,Yes,16,3,2,80,1,22,2,3,16,12,5,2
37,No,Travel_Frequently,854,Sales,24,1,Human Resources,1,1169,1,Male,52,4,2,Sales Executive,4,Married,17619,13598,2,Y,No,12,4,2,80,3,6,6,2,16,7,13,9
28,No,Travel_Frequently,351,Research & Development,29,3,Human Resources,1,1170,2,Male,61,2,2,Manager,1,Single,13470,15722,1,Y,No,13,3,2,80,3,31,5,3,2,12,7,13
59,No,Travel_Rarely,406,Research & Development,13,5,Human Resources,1,1171,3,Female,91,2,3,Manufacturing Director,1,Divorced,18095,14874,1,Y,No,22,4,1,80,2,23,2,1,18,1,12,13
19,No,Non-Travel,774,Research & Development,11,5,Marketing,1,1172,3,Female,74,1,4,Healthcare Representative,1,Single,17117,25126,7,Y,No,20,3,4,80,1,0,3,3,0,11,9,6
20,No,Travel_Rarely,967,Sales,12,2,Technical Degree,1,1173,2,Female,97,2,3,Sales Representative,1,Married,15779,11486,2,Y,No,11,3,3,80,2,35,2,1,11,12,11,6
40,No,Travel_Rarely,363,Sales,19,2,Life Sciences,1,1174,4,Female,59,4,3,Manager,1,Married,19272,25284,6,Y,Yes,17,3,2,80,3,26,0,3,6,7,0,10
29,No,Travel_Rarely,167,Research & Development,19,4,Other,1,1175,1,Male,68,4,3,Sales Executive,2,Divorced,18643,16681,7,Y,No,19,3,1,80,1,5,3,4,3,14,3,9
37,No,Travel_Rarely,1230,Sales,21,4,Medical,1,1176,2,Female,34,2,2,Human Resources,3,Single,8271,24022,2,Y,No,12,3,3,80,0,30,3,4,9,6,11,14
22,Yes,Non-Travel,1322,Research & Development,27,4,Medical,1,1177,2,Female,96,3,1,Manager,1,Divorced,18132,24284,1,Y,Yes,17,4,2,80,0,11,2,3,12,6,1,11
54,No,Travel_Rarely,1315,Research & Development,26,1,Marketing,1,1178,3,Male,51,4,5,Manager,3,Single,13178,13701,7,Y,Yes,13,3,4,80,2,25,6,2,1,16,10,16
55,No,Travel_Rarely,613,Research & Development,19,5,Life Sciences,1,1179,4,Female,57,2,2,Human Resources,3,Divorced,15490,17372,2,Y,No,15,3,3,80,1,24,5,1,9,2,7,16
47,Yes,Travel_Frequently,868,Research & Development,24,4,Technical Degree,1,1180,1,Male,51,4,5,Healthcare Representative,2,Married,14863,7523,6,Y,No,16,3,3,80,3,3,4,4,3,6,11,0
26,No,Travel_Rarely,541,Research & Development,26,5,Life Sciences,1,1181,2,Male,58,4,5,Manager,1,Divorced,2823,15025,0,Y,No,18,4,1,80,2,5,6,2,17,11,3,5
51,No,Travel_Frequently,100,Research & Development,13,2,Human Resources,1,1182,1,Female,72,1,4,Manager,2,Married,7852,22233,5,Y,No,14,3,1,80,0,12,6,1,4,13,13,14
52,No,Travel_Rarely,457,Sales,28,1,Medical,1,1183,1,Female,71,2,3,Sales Representative,1,Married,14072,20161,8,Y,No,12,3,1,80,3,24,1,4,18,1,7,13
39,No,Travel_Rarely,1238,Research & Development,14,2,Life Sciences,1,1184,2,Female,89,4,4,Human Resources,2,Single,12133,26955,2,Y,Yes,13,3,4,80,1,30,6,4,1,6,12,9
41,No,Non-Travel,1002,Research & Development,24,5,Medical,1,1185,1,Male,97,3,3,Healthcare Representative,3,Divorced,16111,5763,6,Y,Yes,18,3,3,80,0,21,4,3,11,15,1,9
34,No,Travel_Rarely,1320,Sales,18,4,Other,1,1186,3,Female,88,2,2,Healthcare Representative,1,Divorced,7519,16756,5,Y,Yes,17,3,2,80,3,34,0,1,16,8,12,6
27,No,Travel_Frequently,373,Sales,12,2,Other,1,1187,4,Male,35,3,5,Manufacturing Director,4,Divorced,2777,15491,7,Y,No,16,4,4,80,0,20,3,2,9,0,13,6
47,No,Travel_Rarely,955,Sales,4,3,Medical,1,1188,4,Female,57,2,4,Manufacturing Director,3,Divorced,18606,11853,2,Y,No,15,3,2,80,1,14,3,2,1,11,3,13
40,No,Travel_Frequently,1117,Research & Development,10,1,Technical Degree,1,1189,4,Male,60,3,2,Research Director,4,Single,15772,21442,2,Y,Yes,21,3,2,80,2,2,0,2,5,1,11,14
49,No,Travel_Rarely,1283,Research & Development,29,5,Technical Degree,1,1190,3,Female,68,3,2,Research Scientist,3,Single,14621,4465,3,Y,No,15,4,1,80,3,36,1,1,7,17,8,8
34,No,Travel_Rarely,272,Research & Development,17,4,Life Sciences,1,1191,3,Female,79,2,3,Research Director,2,Single,12859,6451,2,Y,Yes,11,4,2,80,3,25,3,2,18,13,4,14
34,No,Travel_Frequently,684,Research & Development,4,2,Medical,1,1192,3,Male,66,1,5,Research Scientist,1,Married,19161,18061,8,Y,No,24,3,2,80,1,16,4,2,10,11,5,8
31,No,Travel_Rarely,1028,Research & Development,12,1,Marketing,1,1193,4,Female,44,1,3,Sales Executive,3,Married,10496,2015,3,Y,No,16,3,4,80,0,37,0,2,11,17,9,6
26,Yes,Travel_Frequently,580,Research & Development,13,4,Technical Degree,1,1194,1,Female,80,2,3,Human Resources,2,Married,8490,6410,5,Y,Yes,23,4,1,80,0,34,3,3,8,4,14,10
57,No,Travel_Frequently,554,Research & Development,29,2,Technical Degree,1,1195,3,Male,99,4,2,Research Director,1,Single,9893,20964,7,Y,No,19,3,2,80,0,7,4,3,1,6,14,4
19,No,Travel_Frequently,295,Research & Development,27,5,Human Resources,1,1196,2,Female,52,2,3,Manager,1,Married,3989,7135,7,Y,No,18,4,2,80,3,10,0,1,7,3,14,8
42,No,Non-Travel,895,Research & Development,29,3,Other,1,1197,3,Female,54,2,1,Manufacturing Director,3,Divorced,9343,17824,4,Y,No,22,3,2,80,3,23,0,1,10,12,11,5
56,No,Travel_Rarely,698,Research & Development,4,3,Technical Degree,1,1198,2,Male,75,4,5,Research Scientist,1,Married,18709,9948,4,Y,No,20,3,3,80,0,7,0,2,3,15,8,6
26,No,Travel_Rarely,1432,Research & Development,10,5,Technical Degree,1,1199,4,Female,52,2,3,Research Director,3,Single,12914,20976,5,Y,Yes,11,3,3,80,3,29,1,3,9,15,8,13
39,No,Travel_Rarely,655,Sales,25,1,Human Resources,1,1200,2,Male,39,2,3,Laboratory Technician,1,Single,9998,6789,6,Y,No,21,4,1,80,2,0,0,4,19,3,6,10
21,No,Travel_Rarely,947,Research & Development,3,5,Technical Degree,1,1201,3,Female,61,4,4,Manufacturing Director,4,Single,3722,10260,6,Y,No,23,4,4,80,1,33,6,4,15,0,10,6
43,No,Travel_Rarely,538,Sales,15,2,Human Resources,1,1202,3,Female,80,4,5,Healthcare Representative,2,Single,5656,10602,3,Y,Yes,16,3,1,80,1,19,5,2,7,12,1,5
46,No,Travel_Rarely,749,Sales,2,1,Medical,1,1203,1,Male,70,1,5,Manufacturing Director,4,Divorced,18709,9232,5,Y,No,13,3,3,80,3,35,2,2,3,8,6,3
51,No,Travel_Rarely,458,Research & Development,25,3,Medical,1,1204,4,Female,94,3,3,Research Director,3,Married,5133,13051,6,Y,No,16,3,1,80,2,33,2,3,9,9,8,13
40,No,Travel_Rarely,1159,Research & Development,25,2,Other,1,1205,2,Male,94,3,1,Human Resources,4,Married,2242,26477,4,Y,No,19,3,4,80,2,33,0,3,11,5,1,2
54,No,Travel_Rarely,1157,Research & Development,17,4,Life Sciences,1,1206,4,Male,69,1,4,Sales Executive,3,Single,9539,19302,4,Y,Yes,16,3,1,80,0,12,3,3,13,6,6,16
28,No,Travel_Frequently,1211,Research & Development,6,4,Human Resources,1,1207,3,Female,47,1,1,Research Scientist,1,Married,2831,17182,1,Y,No,18,4,2,80,1,5,6,1,15,15,11,14
23,Yes,Travel_Rarely,757,Research & Development,26,4,Technical Degree,1,1208,1,Male,65,3,3,Manufacturing Director,1,Divorced,18953,6835,6,Y,No,24,3,4,80,1,35,6,1,17,16,6,0
35,No,Travel_Rarely,115,Research & Development,8,3,Life Sciences,1,1209,3,Female,60,1,5,Sales Executive,3,Single,8246,5343,5,Y,No,16,3,4,80,1,24,2,2,11,0,2,10
38,No,Travel_Frequently,844,Research & Development,3,5,Medical,1,1210,3,Male,83,2,5,Manager,4,Married,19302,20870,0,Y,No,16,3,4,80,3,26,4,1,17,8,5,12
59,No,Travel_Rarely,520,Research & Development,27,1,Technical Degree,1,1211,3,Female,92,1,1,Healthcare Representative,1,Married,4232,12769,3,Y,No,17,3,1,80,2,30,4,3,6,13,7,2
53,No,Non-Travel,652,Sales,25,3,Life Sciences,1,1212,2,Female,30,1,2,Sales Representative,2,Married,4758,25257,2,Y,No,21,3,1,80,0,2,3,3,19,14,9,12
58,No,Travel_Rarely,866,Research & Development,18,2,Human Resources,1,1213,3,Male,81,1,3,Manager,1,Married,6997,18656,2,Y,No,23,4,2,80,3,27,4,1,6,3,7,8
55,No,Travel_Rarely,892,Research & Development,22,2,Human Resources,1,1214,4,Female,86,1,5,Laboratory Technician,2,Single,19739,22938,6,Y,Yes,20,3,4,80,0,3,5,4,8,7,13,1
51,No,Travel_Rarely,1249,Sales,1,4,Life Sciences,1,1215,4,Female,38,3,2,Healthcare Representative,4,Single,11972,2819,3,Y,No,21,3,2,80,3,16,3,2,0,14,2,7
34,Yes,Travel_Frequently,1131,Research & Development,29,1,Human Resources,1,1216,1,Female,85,4,5,Laboratory Technician,2,Divorced,16368,23676,7,Y,Yes,14,4,4,80,1,37,4,4,5,3,5,1
54,Yes,Travel_Rarely,979,Sales,16,4,Marketing,1,1217,4,Male,76,3,5,Human Resources,2,Single,2824,4615,8,Y,Yes,23,4,3,80,0,33,0,2,5,2,1,0
42,No,Travel_Frequently,951,Sales,7,2,Medical,1,1218,3,Female,32,3,2,Research Scientist,2,Married,11683,15148,2,Y,Yes,23,3,1,80,2,19,6,4,11,7,13,2
55,No,Travel_Rarely,609,Research & Development,3,2,Other,1,1219,3,Female,31,4,1,Manager,2,Married,5060,8069,4,Y,No,18,3,2,80,2,12,4,1,11,1,1,16
29,No,Travel_Rarely,1299,Human Resources,23,5,Other,1,1220,4,Male,83,3,3,Human Resources,1,Married,1404,7640,3,Y,No,14,3,1,80,3,4,6,2,9,7,12,6
40,No,Travel_Rarely,1065,Research & Development,4,5,Marketing,1,1221,1,Female,66,2,2,Sales Representative,2,Divorced,19105,5984,5,Y,No,17,3,1,80,1,23,0,2,5,7,7,9
59,No,Travel_Rarely,1013,Research & Development,9,5,Life Sciences,1,1222,1,Male,85,4,2,Healthcare Representative,1,Single,12017,23274,3,Y,No,11,3,3,80,3,37,4,2,16,16,10,8
39,No,Travel_Rarely,1490,Human Resources,5,4,Human Resources,1,1223,4,Male,60,2,5,Research Scientist,2,Single,4845,9701,7,Y,No,22,3,3,80,0,16,4,3,18,15,9,14
38,No,Non-Travel,117,Research & Development,19,1,Marketing,1,1224,2,Female,41,3,2,Research Scientist,3,Single,12384,23575,2,Y,Yes,19,3,4,80,2,30,4,3,17,15,4,16
44,No,Travel_Rarely,155,Research & Development,15,5,Marketing,1,1225,2,Male,87,3,3,Manufacturing Director,4,Married,17448,21365,4,Y,Yes,20,4,3,80,2,27,0,4,5,15,4,16
48,No,Travel_Rarely,1018,Sales,8,3,Human Resources,1,1226,2,Female,96,4,1,Research Scientist,2,Married,10491,5039,0,Y,No,19,3,4,80,2,0,4,1,18,6,10,8
23,No,Travel_Rarely,1158,Research & Development,6,5,Medical,1,1227,2,Female,55,3,1,Research Director,3,Married,14112,23319,5,Y,No,17,4,3,80,2,1,4,3,9,14,3,5
44,Yes,Travel_Frequently,1001,Research & Development,18,4,Human Resources,1,1228,4,Female,41,1,1,Sales Representative,2,Divorced,12785,12874,4,Y,Yes,18,4,3,80,0,32,6,2,7,16,10,7
57,No,Non-Travel,729,Research & Development,19,1,Human Resources,1,1229,1,Male,45,2,3,Sales Representative,2,Divorced,1968,18986,7,Y,No,12,3,2,80,2,39,5,3,5,2,9,5
51,No,Travel_Frequently,893,Research & Development,24,5,Technical Degree,1,1230,3,Male,82,2,5,Laboratory Technician,2,Married,1368,17071,8,Y,No,20,3,3,80,3,28,1,1,6,0,3,16
29,No,Non-Travel,446,Research & Development,15,1,Life Sciences,1,1231,3,Female,78,1,3,Sales Representative,3,Divorced,9424,25843,7,Y,Yes,24,3,2,80,2,3,0,3,0,7,7,5
24,No,Travel_Frequently,1155,Sales,26,3,Other,1,1232,4,Female,78,4,2,Research Director,4,Divorced,3242,14129,7,Y,No,24,3,3,80,0,17,5,2,17,6,2,12
27,No,Non-Travel,1007,Research & Development,7,2,Other,1,1233,3,Male,36,4,4,Healthcare Representative,3,Divorced,4083,25803,2,Y,No,22,3,2,80,1,23,2,4,19,17,10,1
34,No,Travel_Rarely,1123,Research & Development,10,1,Marketing,1,1234,2,Female,44,1,4,Sales Executive,4,Single,14322,16121,3,Y,No,20,3,1,80,1,31,6,2,11,4,2,11
43,No,Travel_Rarely,1256,Research & Development,6,5,Marketing,1,1235,1,Male,65,1,4,Sales Executive,2,Divorced,2469,14654,3,Y,Yes,17,4,4,80,2,8,3,1,15,14,7,6
38,No,Travel_Rarely,675,Research & Development,14,4,Marketing,1,1236,4,Male,44,2,1,Manufacturing Director,1,Married,5725,10447,4,Y,No,11,3,3,80,1,15,6,4,9,6,2,5
45,No,Travel_Rarely,298,Sales,17,4,Life Sciences,1,1237,1,Female,91,1,3,Research Scientist,2,Single,5259,26076,8,Y,No,13,4,2,80,0,20,1,3,9,9,11,16
19,No,Travel_Rarely,1379,Research & Development,9,4,Marketing,1,1238,4,Female,47,1,3,Sales Representative,4,Divorced,4622,4487,8,Y,No,16,3,3,80,2,29,5,3,13,15,1,7
18,No,Travel_Rarely,1465,Research & Development,19,4,Marketing,1,1239,4,Female,75,1,1,Laboratory Technician,3,Married,11292,3358,0,Y,No,15,3,2,80,0,2,5,3,19,1,12,5
53,No,Travel_Rarely,1354,Sales,5,1,Technical Degree,1,1240,4,Male,90,3,2,Manufacturing Director,2,Divorced,18207,19073,7,Y,No,15,3,2,80,1,32,4,4,9,17,10,8
43,No,Non-Travel,400,Research & Development,23,4,Life Sciences,1,1241,4,Male,72,1,4,Human Resources,3,Married,4431,10499,0,Y,Yes,19,3,3,80,1,30,2,2,9,14,12,15
46,No,Travel_Rarely,1116,Research & Development,7,2,Medical,1,1242,1,Male,73,3,4,Research Scientist,3,Married,5151,8131,1,Y,No,16,3,4,80,2,13,2,4,10,13,12,6
38,Yes,Travel_Frequently,125,Research & Development,19,3,Medical,1,1243,3,Male,95,2,1,Research Director,3,Divorced,5213,5166,6,Y,Yes,13,3,2,80,1,5,4,4,1,1,4,7
28,No,Travel_Frequently,1408,Sales,20,1,Human Resources,1,1244,4,Female,84,2,4,Sales Executive,2,Divorced,16235,26984,7,Y,No,12,3,1,80,2,4,5,1,19,17,10,0
57,No,Non-Travel,549,Research & Development,26,1,Technical Degree,1,1245,2,Male,68,4,5,Laboratory Technician,3,Single,9989,2825,0,Y,No,24,3,3,80,2,28,6,4,7,8,2,12
28,No,Non-Travel,419,Sales,7,4,Other,1,1246,4,Female,34,2,3,Manufacturing Director,3,Divorced,1779,3191,2,Y,No,19,3,1,80,3,36,5,3,6,0,5,0
53,No,Travel_Frequently,255,Research & Development,24,4,Human Resources,1,1247,1,Male,86,4,4,Manager,2,Married,16351,12326,6,Y,No,20,3,2,80,3,35,4,2,7,15,10,10
56,No,Travel_Rarely,570,Sales,2,1,Medical,1,1248,4,Male,44,3,4,Sales Executive,3,Single,12042,16707,8,Y,No,24,3,2,80,3,20,1,2,0,11,6,1
57,No,Travel_Rarely,519,Sales,25,4,Life Sciences,1,1249,2,Female,45,1,5,Research Director,2,Married,6534,24031,7,Y,No,14,3,3,80,0,11,0,2,1,11,2,2
52,Yes,Travel_Rarely,1236,Research & Development,23,4,Other,1,1250,1,Male,86,2,2,Research Scientist,4,Married,4306,8785,7,Y,No,21,3,4,80,1,22,1,3,17,9,8,12
51,No,Travel_Frequently,750,Sales,16,4,Marketing,1,1251,4,Female,54,1,2,Healthcare Representative,4,Divorced,3902,8813,8,Y,No,15,3,1,80,1,13,0,3,14,4,9,6
41,No,Travel_Frequently,985,Research & Development,13,4,Life Sciences,1,1252,2,Male,51,4,5,Manager,4,Married,14391,24025,2,Y,No,19,3,4,80,3,9,2,3,0,2,0,1
39,No,Travel_Frequently,1029,Human Resources,8,4,Other,1,1253,1,Female,60,3,2,Research Director,3,Divorced,4718,18917,7,Y,Yes,15,3,1,80,2,26,3,3,4,8,13,1
22,No,Travel_Rarely,934,Research & Development,6,5,Medical,1,1254,4,Male,63,2,1,Laboratory Technician,1,Married,1021,13059,0,Y,Yes,17,3,4,80,2,1,4,3,1,14,6,2
50,No,Travel_Rarely,975,Research & Development,6,5,Human Resources,1,1255,2,Male,45,1,5,Human Resources,1,Single,2500,24894,7,Y,No,12,3,3,80,2,13,1,4,19,13,3,12
53,No,Travel_Rarely,1041,Research & Development,9,5,Marketing,1,1256,1,Female,99,4,3,Healthcare Representative,3,Divorced,10034,3207,6,Y,No,12,3,1,80,2,6,2,3,2,10,6,11
37,No,Travel_Rarely,1093,Research & Development,4,1,Marketing,1,1257,4,Female,88,1,3,Research Director,1,Single,16799,26992,7,Y,No,14,4,3,80,0,16,1,3,18,12,8,0
36,No,Travel_Rarely,1408,Research & Development,27,3,Life Sciences,1,1258,1,Female,44,2,3,Manufacturing Director,2,Divorced,4641,12968,0,Y,No,18,3,4,80,1,19,5,3,17,6,8,4
52,No,Travel_Rarely,671,Sales,11,1,Human Resources,1,1259,2,Male,42,1,4,Human Resources,1,Single,1191,3237,5,Y,No,12,4,4,80,3,7,0,3,17,1,0,9
34,No,Travel_Frequently,153,Research & Development,5,5,Marketing,1,1260,4,Male,53,3,5,Research Director,3,Divorced,14306,6943,6,Y,Yes,20,3,4,80,0,19,4,2,13,2,9,5
51,No,Travel_Rarely,704,Research & Development,25,1,Other,1,1261,4,Male,42,2,5,Healthcare Representative,3,Single,14414,23149,4,Y,No,17,3,3,80,1,35,5,3,7,7,12,14
26,No,Travel_Rarely,424,Research & Development,17,3,Technical Degree,1,1262,4,Male,94,4,2,Laboratory Technician,2,Single,9587,12292,4,Y,No,23,3,2,80,0,4,0,4,11,0,11,13
43,No,Non-Travel,1069,Research & Development,20,4,Medical,1,1263,2,Male,65,2,5,Sales Executive,4,Divorced,5662,23220,6,Y,Yes,23,3,2,80,2,12,5,4,9,3,3,15
19,No,Travel_Rarely,984,Sales,7,2,Life Sciences,1,1264,3,Male,78,4,5,Healthcare Representative,3,Divorced,5326,17030,2,Y,No,11,4,1,80,0,38,0,4,19,12,6,3
26,No,Travel_Rarely,364,Human Resources,27,5,Human Resources,1,1265,4,Female,77,4,2,Healthcare Representative,2,Married,10065,17465,5,Y,Yes,19,3,3,80,0,37,0,1,16,13,9,7
26,No,Travel_Rarely,481,Research & Development,15,5,Technical Degree,1,1266,2,Male,72,2,5,Manufacturing Director,1,Married,11471,15942,6,Y,No,20,3,3,80,2,16,5,2,10,8,5,0
57,No,Travel_Rarely,1336,Research & Development,25,3,Technical Degree,1,1267,1,Male,35,4,5,Research Director,1,Divorced,13641,2459,0,Y,No,16,3,3,80,2,5,2,3,1,2,14,12
34,No,Travel_Rarely,432,Research & Development,15,4,Life Sciences,1,1268,1,Female,97,2,1,Laboratory Technician,2,Divorced,10196,10841,1,Y,No,21,4,4,80,3,18,4,1,3,13,8,8
18,Yes,Travel_Rarely,1133,Research & Development,14,4,Other,1,1269,2,Female,43,3,2,Human Resources,2,Single,13726,14769,3,Y,No,11,4,3,80,3,24,3,3,0,3,12,0
42,No,Travel_Rarely,1481,Sales,13,2,Human Resources,1,1270,3,Female,59,3,1,Laboratory Technician,3,Single,16651,18503,7,Y,Yes,20,3,2,80,1,2,1,1,14,16,6,14
57,No,Travel_Rarely,302,Research & Development,11,4,Medical,1,1271,2,Female,37,1,4,Manufacturing Director,1,Married,9536,23152,5,Y,No,16,3,1,80,3,27,6,1,12,14,14,14
59,No,Travel_Rarely,157,Human Resources,28,3,Life Sciences,1,1272,1,Female,83,3,2,Manager,2,Married,13944,12447,0,Y,Yes,24,3,2,80,3,25,0,4,7,11,2,13
42,Yes,Travel_Frequently,1346,Research & Development,13,4,Human Resources,1,1273,1,Male,95,4,5,Human Resources,1,Married,7273,24364,4,Y,No,15,3,3,80,1,7,4,4,3,13,6,4
56,No,Travel_Rarely,1492,Research & Development,26,3,Technical Degree,1,1274,4,Male,33,1,5,Research Scientist,2,Single,7284,10509,6,Y,No,24,3,1,80,0,14,1,1,9,9,9,16
52,Yes,Non-Travel,646,Research & Development,22,5,Technical Degree,1,1275,3,Female,89,1,1,Research Scientist,1,Single,9817,24865,5,Y,No,22,3,1,80,0,0,4,4,18,4,13,5
20,Yes,Travel_Rarely,970,Research & Development,28,5,Life Sciences,1,1276,2,Female,82,2,1,Research Scientist,4,Single,19062,24682,8,Y,No,15,3,3,80,0,39,5,1,17,16,4,8
54,No,Travel_Rarely,202,Research & Development,24,5,Human Resources,1,1277,1,Male,44,1,4,Healthcare Representative,3,Married,9414,18134,7,Y,Yes,15,4,3,80,2,22,1,2,4,16,13,16
47,No,Travel_Frequently,1284,Research & Development,29,1,Technical Degree,1,1278,1,Female,30,2,4,Manager,1,Divorced,18127,21610,3,Y,No,14,3,2,80,1,35,4,4,18,2,1,6
